OrderID,OrderDateKey,ShipDateKey,ProductKey,CustomerKey,ShipMode,PaymentMethod,Quantity,UnitPrice,DiscountPct,DiscountAmount,SalesAmount,CostAmount,Profit,ShipDays
1561,20240304,20240309,2,49,Same Day,UPI,3,79999,5,3999.95,227997.15,151104.03,76893.12,5
1562,20240802,20240804,14,76,Express,Net Banking,5,999,0,0.0,4995.0,3436.51,1558.49,2
1563,20240714,20240715,17,29,Express,Net Banking,2,399,20,79.8,638.4,532.34,106.06,1
1564,20240426,20240429,15,7,Express,Net Banking,2,2499,5,124.95,4748.1,3338.98,1409.12,3
1565,20220704,20220707,11,178,Standard,Credit Card,2,8999,15,1349.85,15298.3,12538.35,2759.95,3
1566,20240709,20240715,12,22,Express,Net Banking,5,3499,15,524.85,14870.75,10966.17,3904.58,6
1567,20240219,20240220,6,86,Express,Debit Card,5,1299,20,259.8,5196.0,4428.98,767.02,1
1568,20221024,20221026,2,108,First Class,UPI,3,79999,0,0.0,239997.0,167045.68,72951.32,2
1569,20230106,20230107,5,52,Standard,Net Banking,1,3499,10,349.9,3149.1,2460.07,689.03,1
1570,20241016,20241023,16,140,Express,Debit Card,1,799,10,79.9,719.1,580.51,138.59,7
1571,20240901,20240905,14,114,Express,COD,1,999,10,99.9,899.1,669.35,229.75,4
1572,20230724,20230729,18,54,Same Day,Credit Card,1,599,0,0.0,599.0,347.21,251.79,5
1573,20221025,20221101,2,171,Same Day,Credit Card,5,79999,20,15999.8,319996.0,268259.48,51736.52,7
1574,20220411,20220412,14,46,Express,Net Banking,2,999,15,149.85,1698.3,1212.54,485.76,1
1575,20240108,20240109,3,197,First Class,Credit Card,3,2999,0,0.0,8997.0,5611.55,3385.45,1
1576,20240525,20240601,18,17,Same Day,UPI,3,599,5,29.95,1707.15,1036.71,670.44,7
1577,20241215,20241219,17,54,Standard,Net Banking,2,399,10,39.9,718.2,448.19,270.01,4
1578,20230812,20230816,20,82,Same Day,Debit Card,3,4999,10,499.9,13497.3,9973.43,3523.87,4
1579,20241013,20241018,16,127,Same Day,Debit Card,2,799,10,79.9,1438.2,953.28,484.92,5
1580,20220104,20220105,1,120,First Class,Net Banking,1,45000,15,6750.0,38250.0,32382.63,5867.37,1
1581,20220404,20220407,12,144,Same Day,UPI,2,3499,0,0.0,6998.0,4745.51,2252.49,3
1582,20220519,20220522,10,130,Standard,UPI,5,1599,0,0.0,7995.0,5623.74,2371.26,3
1583,20231201,20231205,19,158,Same Day,UPI,1,8999,20,1799.8,7199.2,5265.55,1933.65,4
1584,20240908,20240912,2,166,First Class,COD,2,79999,5,3999.95,151998.1,92971.2,59026.9,4
1585,20231118,20231122,14,191,Same Day,COD,1,999,20,199.8,799.2,653.56,145.64,4
1586,20220208,20220210,19,176,Same Day,Credit Card,3,8999,20,1799.8,21597.6,19795.21,1802.39,2
1587,20221102,20221105,1,87,Express,COD,4,45000,15,6750.0,153000.0,118233.83,34766.17,3
1588,20240308,20240310,20,30,Standard,UPI,3,4999,15,749.85,12747.45,10821.29,1926.16,2
1589,20240427,20240428,16,61,Same Day,Debit Card,3,799,5,39.95,2277.15,1715.99,561.16,1
1590,20241211,20241214,6,29,Express,Credit Card,3,1299,20,259.8,3117.6,2172.5,945.1,3
1591,20240627,20240702,1,124,First Class,COD,5,45000,0,0.0,225000.0,132309.53,92690.47,5
1592,20230928,20231005,11,37,Express,Debit Card,1,8999,20,1799.8,7199.2,6717.35,481.85,7
1593,20220316,20220320,13,183,Standard,COD,5,12999,0,0.0,64995.0,35800.67,29194.33,4
1594,20220628,20220701,15,12,Same Day,Credit Card,1,2499,10,249.9,2249.1,1757.39,491.71,3
1595,20231002,20231008,7,83,Same Day,Net Banking,2,2800,0,0.0,5600.0,3400.96,2199.04,6
1596,20220829,20220901,5,41,Standard,Debit Card,3,3499,0,0.0,10497.0,5805.38,4691.62,3
1597,20231219,20231224,11,70,Express,Debit Card,2,8999,15,1349.85,15298.3,12792.99,2505.31,5
1598,20220526,20220529,20,87,Standard,Net Banking,5,4999,5,249.95,23745.25,14000.83,9744.42,3
1599,20220414,20220415,13,14,First Class,COD,1,12999,5,649.95,12349.05,8168.36,4180.69,1
1600,20231230,20240102,11,51,First Class,COD,5,8999,0,0.0,44995.0,33509.41,11485.59,3
1601,20220927,20220928,15,25,First Class,Net Banking,4,2499,0,0.0,9996.0,6866.21,3129.79,1
1602,20230420,20230422,5,158,Same Day,UPI,3,3499,0,0.0,10497.0,6596.48,3900.52,2
1603,20240717,20240721,1,17,First Class,Debit Card,4,45000,0,0.0,180000.0,111651.87,68348.13,4
1604,20230802,20230809,12,155,First Class,Credit Card,5,3499,0,0.0,17495.0,11399.57,6095.43,7
1605,20231030,20231104,3,78,First Class,Debit Card,5,2999,5,149.95,14245.25,9449.3,4795.95,5
1606,20230515,20230520,6,124,First Class,Net Banking,4,1299,0,0.0,5196.0,3211.87,1984.13,5
1607,20231202,20231207,8,45,First Class,Credit Card,1,1199,15,179.85,1019.15,882.67,136.48,5
1608,20240806,20240809,18,25,First Class,Credit Card,4,599,0,0.0,2396.0,1465.41,930.59,3
1609,20220811,20220817,20,198,Standard,Credit Card,4,4999,0,0.0,19996.0,12974.59,7021.41,6
1610,20230322,20230329,5,149,Express,Net Banking,1,3499,20,699.8,2799.2,2027.13,772.07,7
1611,20241224,20241227,13,158,Same Day,UPI,5,12999,5,649.95,61745.25,38290.72,23454.53,3
1612,20230916,20230920,12,23,First Class,Debit Card,5,3499,0,0.0,17495.0,11761.86,5733.14,4
1613,20230826,20230827,12,141,Same Day,Credit Card,1,3499,0,0.0,3499.0,2416.66,1082.34,1
1614,20230801,20230808,1,61,Same Day,Net Banking,4,45000,15,6750.0,153000.0,120245.9,32754.1,7
1615,20240411,20240415,14,140,Express,Debit Card,2,999,15,149.85,1698.3,1168.19,530.11,4
1616,20240227,20240305,12,107,Express,Debit Card,2,3499,0,0.0,6998.0,5244.94,1753.06,7
1617,20220124,20220125,1,37,Express,Credit Card,4,45000,15,6750.0,153000.0,114722.46,38277.54,1
1618,20221009,20221015,14,117,First Class,COD,5,999,5,49.95,4745.25,3369.88,1375.37,6
1619,20240518,20240523,15,99,Standard,COD,3,2499,0,0.0,7497.0,4401.93,3095.07,5
1620,20241017,20241024,8,183,Same Day,Credit Card,5,1199,0,0.0,5995.0,3789.84,2205.16,7
1621,20220319,20220324,16,181,Standard,Debit Card,3,799,0,0.0,2397.0,1596.53,800.47,5
1622,20241214,20241221,9,120,Standard,Debit Card,5,2999,0,0.0,14995.0,9816.8,5178.2,7
1623,20240825,20240831,3,176,Standard,UPI,5,2999,20,599.8,11996.0,9985.56,2010.44,6
1624,20220123,20220127,15,132,First Class,UPI,4,2499,10,249.9,8996.4,6964.84,2031.56,4
1625,20230827,20230830,6,10,Same Day,Credit Card,5,1299,15,194.85,5520.75,3967.24,1553.51,3
1626,20240827,20240901,6,147,Standard,UPI,1,1299,15,194.85,1104.15,971.75,132.4,5
1627,20240919,20240920,5,130,Same Day,Debit Card,1,3499,20,699.8,2799.2,2472.93,326.27,1
1628,20230730,20230802,9,4,Express,Net Banking,1,2999,10,299.9,2699.1,1754.18,944.92,3
1629,20240128,20240204,6,67,Standard,UPI,2,1299,5,64.95,2468.1,1522.85,945.25,7
1630,20220622,20220624,20,40,First Class,Debit Card,4,4999,20,999.8,15996.8,14971.35,1025.45,2
1631,20240620,20240626,6,54,Standard,UPI,5,1299,15,194.85,5520.75,4665.79,854.96,6
1632,20220826,20220827,6,119,Express,Net Banking,4,1299,5,64.95,4936.2,3170.98,1765.22,1
1633,20240309,20240313,9,38,Same Day,Net Banking,5,2999,20,599.8,11996.0,9551.02,2444.98,4
1634,20240222,20240228,11,136,Same Day,Net Banking,1,8999,0,0.0,8999.0,6601.15,2397.85,6
1635,20230713,20230716,9,69,First Class,Net Banking,1,2999,0,0.0,2999.0,2041.93,957.07,3
1636,20230511,20230517,19,198,Express,UPI,2,8999,10,899.9,16198.2,11113.43,5084.77,6
1637,20220122,20220128,1,18,Standard,Net Banking,1,45000,5,2250.0,42750.0,25629.29,17120.71,6
1638,20231221,20231223,10,65,Standard,Credit Card,2,1599,0,0.0,3198.0,1774.06,1423.94,2
1639,20230321,20230326,4,182,Express,Net Banking,1,55000,0,0.0,55000.0,39670.85,15329.15,5
1640,20230114,20230115,6,65,Standard,Net Banking,3,1299,5,64.95,3702.15,2658.13,1044.02,1
1641,20230721,20230728,14,178,Standard,UPI,3,999,0,0.0,2997.0,1745.43,1251.57,7
1642,20220508,20220512,13,86,Same Day,Debit Card,1,12999,0,0.0,12999.0,9633.83,3365.17,4
1643,20240621,20240622,16,52,First Class,Credit Card,5,799,5,39.95,3795.25,2339.83,1455.42,1
1644,20221022,20221027,14,56,First Class,UPI,5,999,15,149.85,4245.75,2853.39,1392.36,5
1645,20220731,20220801,3,19,First Class,Credit Card,5,2999,15,449.85,12745.75,8998.79,3746.96,1
1646,20241016,20241018,1,10,Same Day,Net Banking,4,45000,0,0.0,180000.0,104457.87,75542.13,2
1647,20220108,20220113,16,123,Standard,COD,4,799,5,39.95,3036.2,2297.32,738.88,5
1648,20230408,20230409,13,177,Same Day,UPI,4,12999,0,0.0,51996.0,34496.68,17499.32,1
1649,20230913,20230917,2,162,Same Day,Credit Card,1,79999,0,0.0,79999.0,52553.36,27445.64,4
1650,20240730,20240806,10,166,First Class,Debit Card,2,1599,0,0.0,3198.0,2113.54,1084.46,7
1651,20230905,20230911,13,28,First Class,Debit Card,3,12999,5,649.95,37047.15,22110.23,14936.92,6
1652,20221014,20221015,7,7,Standard,COD,5,2800,0,0.0,14000.0,9069.85,4930.15,1
1653,20230923,20230927,18,116,Same Day,Credit Card,1,599,0,0.0,599.0,370.1,228.9,4
1654,20240410,20240411,7,168,Express,COD,5,2800,5,140.0,13300.0,10332.25,2967.75,1
1655,20230423,20230424,2,189,First Class,COD,2,79999,5,3999.95,151998.1,108921.25,43076.85,1
1656,20220404,20220406,5,4,Same Day,Credit Card,2,3499,15,524.85,5948.3,3918.82,2029.48,2
1657,20240723,20240728,6,152,Standard,Net Banking,1,1299,20,259.8,1039.2,926.83,112.37,5
1658,20230328,20230329,7,110,First Class,UPI,3,2800,20,560.0,6720.0,6024.31,695.69,1
1659,20220905,20220911,19,140,Express,Credit Card,2,8999,0,0.0,17998.0,12909.7,5088.3,6
1660,20221222,20221225,3,31,Express,UPI,3,2999,0,0.0,8997.0,6311.49,2685.51,3
1661,20221204,20221208,8,149,First Class,Debit Card,1,1199,0,0.0,1199.0,683.42,515.58,4
1662,20220202,20220206,3,2,Same Day,Net Banking,1,2999,0,0.0,2999.0,2204.95,794.05,4
1663,20240901,20240907,5,53,First Class,Net Banking,2,3499,15,524.85,5948.3,4228.12,1720.18,6
1664,20230505,20230507,20,178,First Class,COD,1,4999,10,499.9,4499.1,2929.41,1569.69,2
1665,20220630,20220706,10,90,Express,Credit Card,4,1599,0,0.0,6396.0,4231.22,2164.78,6
1666,20241221,20241222,20,93,Express,UPI,5,4999,10,499.9,22495.5,14843.41,7652.09,1
1667,20220419,20220421,4,39,Standard,Credit Card,4,55000,5,2750.0,209000.0,128758.25,80241.75,2
1668,20240116,20240119,7,112,First Class,Credit Card,3,2800,0,0.0,8400.0,5656.26,2743.74,3
1669,20220802,20220808,2,138,First Class,COD,2,79999,0,0.0,159998.0,113134.33,46863.67,6
1670,20220826,20220827,8,185,First Class,Debit Card,4,1199,10,119.9,4316.4,3193.91,1122.49,1
1671,20231030,20231101,4,84,First Class,Debit Card,2,55000,0,0.0,110000.0,65716.6,44283.4,2
1672,20240209,20240211,3,121,First Class,Debit Card,5,2999,5,149.95,14245.25,8410.21,5835.04,2
1673,20230319,20230324,15,46,Express,UPI,4,2499,0,0.0,9996.0,5770.5,4225.5,5
1674,20230707,20230709,11,33,Same Day,Debit Card,1,8999,15,1349.85,7649.15,5972.93,1676.22,2
1675,20220816,20220823,15,118,Express,UPI,4,2499,0,0.0,9996.0,7017.87,2978.13,7
1676,20221118,20221125,20,44,Standard,Net Banking,5,4999,10,499.9,22495.5,18021.42,4474.08,7
1677,20241204,20241208,7,152,Standard,Net Banking,4,2800,20,560.0,8960.0,7196.59,1763.41,4
1678,20230521,20230523,11,112,Express,COD,5,8999,0,0.0,44995.0,32772.76,12222.24,2
1679,20220111,20220115,2,11,Standard,Net Banking,4,79999,15,11999.85,271996.6,225187.99,46808.61,4
1680,20241223,20241227,16,179,Standard,COD,1,799,5,39.95,759.05,518.6,240.45,4
1681,20220126,20220201,14,56,Standard,Credit Card,2,999,0,0.0,1998.0,1217.1,780.9,6
1682,20240909,20240915,10,42,Standard,Net Banking,4,1599,20,319.8,5116.8,4247.43,869.37,6
1683,20240807,20240814,5,181,Same Day,Net Banking,4,3499,0,0.0,13996.0,9908.77,4087.23,7
1684,20220103,20220110,3,99,First Class,UPI,3,2999,10,299.9,8097.3,5007.22,3090.08,7
1685,20230301,20230308,3,159,Same Day,Credit Card,3,2999,15,449.85,7647.45,6625.83,1021.62,7
1686,20220816,20220820,12,120,Express,COD,5,3499,0,0.0,17495.0,10901.38,6593.62,4
1687,20220518,20220523,7,36,First Class,COD,3,2800,0,0.0,8400.0,5526.58,2873.42,5
1688,20230306,20230313,8,83,First Class,UPI,3,1199,0,0.0,3597.0,2340.62,1256.38,7
1689,20220422,20220423,12,89,Standard,Net Banking,4,3499,5,174.95,13296.2,9101.46,4194.74,1
1690,20241225,20241231,18,75,Standard,Debit Card,4,599,10,59.9,2156.4,1494.22,662.18,6
1691,20240726,20240727,3,101,Standard,Credit Card,2,2999,0,0.0,5998.0,4448.42,1549.58,1
1692,20221204,20221207,4,179,Express,COD,2,55000,5,2750.0,104500.0,63810.96,40689.04,3
1693,20220216,20220219,14,175,First Class,Net Banking,5,999,0,0.0,4995.0,3220.68,1774.32,3
1694,20220213,20220216,7,17,Same Day,Net Banking,1,2800,20,560.0,2240.0,1989.11,250.89,3
1695,20231204,20231210,11,125,First Class,Net Banking,5,8999,15,1349.85,38245.75,31018.33,7227.42,6
1696,20230915,20230920,5,79,First Class,UPI,2,3499,20,699.8,5598.4,4212.81,1385.59,5
1697,20230814,20230821,2,38,Express,COD,3,79999,0,0.0,239997.0,153882.55,86114.45,7
1698,20221126,20221202,18,74,Express,Debit Card,2,599,0,0.0,1198.0,860.0,338.0,6
1699,20230503,20230504,2,82,Same Day,Debit Card,5,79999,0,0.0,399995.0,255267.9,144727.1,1
1700,20230225,20230302,2,171,First Class,COD,3,79999,0,0.0,239997.0,139099.58,100897.42,5
1701,20221129,20221204,10,32,Express,Net Banking,1,1599,5,79.95,1519.05,1177.21,341.84,5
1702,20231018,20231020,1,190,Same Day,Net Banking,5,45000,10,4500.0,202500.0,138657.63,63842.37,2
1703,20230817,20230824,19,171,First Class,UPI,2,8999,20,1799.8,14398.4,11933.51,2464.89,7
1704,20220819,20220825,16,11,Same Day,Credit Card,2,799,15,119.85,1358.3,1054.99,303.31,6
1705,20240402,20240407,8,115,Express,COD,3,1199,0,0.0,3597.0,2213.14,1383.86,5
1706,20241214,20241216,9,51,First Class,Credit Card,1,2999,0,0.0,2999.0,1972.39,1026.61,2
1707,20241114,20241118,7,126,Standard,UPI,3,2800,10,280.0,7560.0,5636.53,1923.47,4
1708,20240325,20240327,14,95,Same Day,UPI,4,999,0,0.0,3996.0,2207.54,1788.46,2
1709,20230923,20230927,18,23,First Class,Net Banking,2,599,15,89.85,1018.3,871.62,146.68,4
1710,20230815,20230817,14,187,Standard,Debit Card,4,999,0,0.0,3996.0,2865.54,1130.46,2
1711,20230302,20230305,16,135,First Class,Credit Card,3,799,0,0.0,2397.0,1765.7,631.3,3
1712,20220114,20220118,9,107,Express,Debit Card,2,2999,10,299.9,5398.2,3853.26,1544.94,4
1713,20230116,20230123,13,75,Same Day,COD,5,12999,5,649.95,61745.25,36296.24,25449.01,7
1714,20230915,20230919,18,190,Standard,Debit Card,4,599,0,0.0,2396.0,1330.66,1065.34,4
1715,20230622,20230625,16,32,Express,Credit Card,3,799,5,39.95,2277.15,1404.34,872.81,3
1716,20220902,20220909,9,127,First Class,COD,1,2999,10,299.9,2699.1,2096.64,602.46,7
1717,20240612,20240619,9,161,Same Day,COD,4,2999,15,449.85,10196.6,8561.02,1635.58,7
1718,20220205,20220212,9,42,First Class,Debit Card,5,2999,0,0.0,14995.0,8685.52,6309.48,7
1719,20240102,20240104,2,70,Same Day,Credit Card,3,79999,5,3999.95,227997.15,162537.83,65459.32,2
1720,20230817,20230820,17,164,Express,Credit Card,1,399,10,39.9,359.1,234.92,124.18,3
1721,20221209,20221214,11,81,Same Day,Credit Card,3,8999,0,0.0,26997.0,18549.33,8447.67,5
1722,20241230,20250104,12,37,Same Day,Net Banking,1,3499,0,0.0,3499.0,2287.07,1211.93,5
1723,20240423,20240426,6,27,Express,COD,2,1299,0,0.0,2598.0,1690.46,907.54,3
1724,20241212,20241219,18,183,Standard,Net Banking,5,599,15,89.85,2545.75,2100.28,445.47,7
1725,20240801,20240802,4,34,Same Day,Debit Card,1,55000,5,2750.0,52250.0,34080.31,18169.69,1
1726,20240624,20240629,17,196,Standard,Credit Card,3,399,0,0.0,1197.0,828.3,368.7,5
1727,20230401,20230403,5,177,Express,Credit Card,2,3499,0,0.0,6998.0,4024.33,2973.67,2
1728,20240520,20240526,4,20,First Class,Credit Card,1,55000,20,11000.0,44000.0,35576.8,8423.2,6
1729,20230207,20230208,2,169,Standard,UPI,5,79999,10,7999.9,359995.5,224738.41,135257.09,1
1730,20220330,20220331,10,171,Standard,COD,1,1599,20,319.8,1279.2,910.31,368.89,1
1731,20230225,20230302,7,48,Same Day,COD,3,2800,0,0.0,8400.0,4772.51,3627.49,5
1732,20231214,20231217,6,129,Standard,Credit Card,5,1299,0,0.0,6495.0,4228.13,2266.87,3
1733,20220129,20220203,7,184,Standard,Credit Card,2,2800,0,0.0,5600.0,3272.39,2327.61,5
1734,20230315,20230320,16,94,Standard,Debit Card,5,799,0,0.0,3995.0,2548.54,1446.46,5
1735,20231228,20240101,14,55,Same Day,Credit Card,5,999,0,0.0,4995.0,3154.42,1840.58,4
1736,20240812,20240813,17,35,Same Day,COD,4,399,20,79.8,1276.8,993.11,283.69,1
1737,20220325,20220326,11,127,Same Day,Net Banking,1,8999,5,449.95,8549.05,5459.89,3089.16,1
1738,20230408,20230413,14,75,First Class,UPI,4,999,0,0.0,3996.0,2882.53,1113.47,5
1739,20230103,20230104,16,173,Standard,Credit Card,1,799,5,39.95,759.05,509.45,249.6,1
1740,20221021,20221025,13,178,Express,Credit Card,5,12999,0,0.0,64995.0,45385.13,19609.87,4
1741,20240115,20240117,11,52,Standard,Debit Card,5,8999,20,1799.8,35996.0,33662.21,2333.79,2
1742,20240519,20240525,16,72,First Class,UPI,5,799,10,79.9,3595.5,2415.36,1180.14,6
1743,20240901,20240907,20,104,First Class,Credit Card,4,4999,10,499.9,17996.4,12113.14,5883.26,6
1744,20220908,20220911,16,128,Standard,Credit Card,2,799,15,119.85,1358.3,1180.09,178.21,3
1745,20220419,20220426,3,128,Same Day,Debit Card,1,2999,0,0.0,2999.0,1878.95,1120.05,7
1746,20230913,20230918,20,25,First Class,Net Banking,1,4999,15,749.85,4249.15,3500.91,748.24,5
1747,20230218,20230221,16,126,Standard,Credit Card,5,799,0,0.0,3995.0,2630.66,1364.34,3
1748,20240531,20240601,13,116,First Class,Credit Card,3,12999,20,2599.8,31197.6,24383.55,6814.05,1
1749,20220309,20220311,18,169,First Class,Debit Card,3,599,15,89.85,1527.45,1047.34,480.11,2
1750,20231002,20231008,13,125,First Class,Net Banking,1,12999,10,1299.9,11699.1,8904.38,2794.72,6
1751,20221117,20221122,2,101,First Class,COD,3,79999,5,3999.95,227997.15,160368.16,67628.99,5
1752,20231224,20231231,10,83,Express,UPI,1,1599,0,0.0,1599.0,1068.28,530.72,7
1753,20231216,20231223,19,7,Same Day,UPI,3,8999,5,449.95,25647.15,15373.98,10273.17,7
1754,20240423,20240426,2,170,Same Day,COD,2,79999,0,0.0,159998.0,95506.71,64491.29,3
1755,20220623,20220629,3,79,Same Day,Credit Card,1,2999,0,0.0,2999.0,1751.28,1247.72,6
1756,20240801,20240807,14,146,First Class,COD,5,999,5,49.95,4745.25,3013.6,1731.65,6
1757,20220215,20220218,13,147,First Class,Credit Card,4,12999,0,0.0,51996.0,34551.74,17444.26,3
1758,20230226,20230301,16,129,Same Day,Net Banking,3,799,0,0.0,2397.0,1613.1,783.9,3
1759,20230218,20230222,3,138,Same Day,COD,2,2999,0,0.0,5998.0,3616.98,2381.02,4
1760,20240403,20240410,8,160,Standard,COD,1,1199,15,179.85,1019.15,861.89,157.26,7
1761,20231121,20231124,3,146,Same Day,Credit Card,5,2999,5,149.95,14245.25,9528.14,4717.11,3
1762,20230911,20230916,10,111,First Class,UPI,5,1599,0,0.0,7995.0,4717.17,3277.83,5
1763,20241121,20241125,18,47,Express,COD,1,599,15,89.85,509.15,413.71,95.44,4
1764,20241019,20241021,15,69,First Class,COD,5,2499,20,499.8,9996.0,8407.69,1588.31,2
1765,20220503,20220508,7,94,Same Day,Net Banking,4,2800,0,0.0,11200.0,6698.44,4501.56,5
1766,20240420,20240423,3,163,Same Day,Debit Card,2,2999,20,599.8,4798.4,3793.66,1004.74,3
1767,20230610,20230616,20,61,Express,Credit Card,4,4999,0,0.0,19996.0,11451.94,8544.06,6
1768,20230518,20230525,10,119,First Class,Credit Card,4,1599,10,159.9,5756.4,4785.86,970.54,7
1769,20230218,20230220,9,35,Same Day,COD,1,2999,0,0.0,2999.0,2123.09,875.91,2
1770,20221227,20230102,2,185,Standard,UPI,4,79999,20,15999.8,255996.8,177271.94,78724.86,6
1771,20230903,20230910,3,105,Standard,Net Banking,3,2999,15,449.85,7647.45,6131.33,1516.12,7
1772,20221015,20221017,4,147,Same Day,Net Banking,5,55000,0,0.0,275000.0,179957.67,95042.33,2
1773,20220704,20220706,20,32,First Class,Debit Card,3,4999,0,0.0,14997.0,10744.85,4252.15,2
1774,20240516,20240518,5,28,First Class,Net Banking,2,3499,0,0.0,6998.0,5206.4,1791.6,2
1775,20230605,20230612,19,15,Standard,UPI,4,8999,10,899.9,32396.4,22495.38,9901.02,7
1776,20240517,20240521,8,72,Same Day,UPI,2,1199,0,0.0,2398.0,1546.82,851.18,4
1777,20220213,20220219,20,9,Express,UPI,1,4999,15,749.85,4249.15,3666.72,582.43,6
1778,20240227,20240301,12,176,First Class,Net Banking,1,3499,10,349.9,3149.1,2531.14,617.96,3
1779,20220117,20220121,9,78,Same Day,Debit Card,1,2999,20,599.8,2399.2,2103.3,295.9,4
1780,20221125,20221129,11,197,Standard,Net Banking,4,8999,20,1799.8,28796.8,20041.72,8755.08,4
1781,20240822,20240828,14,86,Express,UPI,4,999,20,199.8,3196.8,2278.04,918.76,6
1782,20241102,20241103,12,108,Same Day,Net Banking,5,3499,15,524.85,14870.75,12468.43,2402.32,1
1783,20220226,20220305,2,165,Express,Credit Card,2,79999,15,11999.85,135998.3,102187.68,33810.62,7
1784,20240331,20240402,10,81,Express,COD,5,1599,0,0.0,7995.0,4574.46,3420.54,2
1785,20220924,20221001,20,176,First Class,Net Banking,4,4999,20,999.8,15996.8,14754.72,1242.08,7
1786,20221001,20221004,6,176,Same Day,Debit Card,5,1299,20,259.8,5196.0,3997.78,1198.22,3
1787,20220622,20220626,12,47,Express,Credit Card,4,3499,5,174.95,13296.2,10342.36,2953.84,4
1788,20220217,20220222,20,161,Express,UPI,2,4999,0,0.0,9998.0,7446.77,2551.23,5
1789,20221212,20221213,13,159,Standard,UPI,4,12999,10,1299.9,46796.4,31303.23,15493.17,1
1790,20221215,20221220,4,4,First Class,Net Banking,5,55000,5,2750.0,261250.0,193784.76,67465.24,5
1791,20220831,20220902,7,49,First Class,Debit Card,3,2800,0,0.0,8400.0,5874.02,2525.98,2
1792,20240602,20240609,7,154,Express,Net Banking,2,2800,20,560.0,4480.0,3396.92,1083.08,7
1793,20230105,20230109,5,8,First Class,Debit Card,3,3499,0,0.0,10497.0,6267.73,4229.27,4
1794,20240128,20240202,15,22,Same Day,Net Banking,1,2499,5,124.95,2374.05,1441.03,933.02,5
1795,20230311,20230317,13,182,Standard,Credit Card,4,12999,15,1949.85,44196.6,34808.16,9388.44,6
1796,20220501,20220502,11,61,Standard,Credit Card,4,8999,0,0.0,35996.0,26973.53,9022.47,1
1797,20230604,20230609,20,98,Express,COD,3,4999,5,249.95,14247.15,10261.73,3985.42,5
1798,20220326,20220331,6,67,Same Day,Net Banking,2,1299,10,129.9,2338.2,1684.98,653.22,5
1799,20220928,20220929,11,182,Standard,UPI,5,8999,5,449.95,42745.25,26023.27,16721.98,1
1800,20220401,20220403,16,72,Same Day,COD,3,799,5,39.95,2277.15,1453.98,823.17,2
1801,20230625,20230630,11,112,First Class,Debit Card,2,8999,0,0.0,17998.0,12551.33,5446.67,5
1802,20240620,20240621,7,39,First Class,UPI,1,2800,0,0.0,2800.0,1642.56,1157.44,1
1803,20221201,20221207,15,112,Same Day,COD,1,2499,5,124.95,2374.05,1394.84,979.21,6
1804,20240920,20240924,16,29,Express,UPI,2,799,0,0.0,1598.0,990.63,607.37,4
1805,20230105,20230112,6,192,Express,COD,5,1299,20,259.8,5196.0,3926.61,1269.39,7
1806,20220109,20220114,19,47,First Class,Credit Card,4,8999,0,0.0,35996.0,21569.94,14426.06,5
1807,20231105,20231106,10,175,Standard,UPI,1,1599,5,79.95,1519.05,998.91,520.14,1
1808,20221111,20221112,3,118,Same Day,COD,4,2999,5,149.95,11396.2,8105.35,3290.85,1
1809,20220112,20220115,2,168,Express,Debit Card,5,79999,5,3999.95,379995.25,245990.16,134005.09,3
1810,20220410,20220417,10,83,First Class,Credit Card,1,1599,15,239.85,1359.15,902.07,457.08,7
1811,20240327,20240330,6,62,Express,Debit Card,4,1299,0,0.0,5196.0,2879.12,2316.88,3
1812,20240306,20240313,13,73,First Class,UPI,2,12999,0,0.0,25998.0,15851.22,10146.78,7
1813,20220926,20220929,4,95,First Class,Net Banking,5,55000,0,0.0,275000.0,178179.27,96820.73,3
1814,20230704,20230709,20,109,Same Day,COD,1,4999,20,999.8,3999.2,3171.9,827.3,5
1815,20230117,20230121,14,24,First Class,Debit Card,1,999,10,99.9,899.1,617.73,281.37,4
1816,20221114,20221118,17,162,First Class,Credit Card,5,399,0,0.0,1995.0,1213.24,781.76,4
1817,20240905,20240908,5,33,First Class,UPI,3,3499,20,699.8,8397.6,6295.37,2102.23,3
1818,20220408,20220413,3,12,First Class,Credit Card,5,2999,0,0.0,14995.0,9778.69,5216.31,5
1819,20240809,20240815,19,65,Standard,Credit Card,3,8999,0,0.0,26997.0,18010.07,8986.93,6
1820,20240805,20240807,6,101,Same Day,UPI,1,1299,0,0.0,1299.0,822.59,476.41,2
1821,20240720,20240727,15,160,Express,Debit Card,3,2499,0,0.0,7497.0,5572.85,1924.15,7
1822,20230115,20230116,20,67,Standard,Net Banking,1,4999,5,249.95,4749.05,3283.72,1465.33,1
1823,20220827,20220828,6,168,First Class,UPI,4,1299,5,64.95,4936.2,3576.73,1359.47,1
1824,20240109,20240115,13,78,Express,Credit Card,1,12999,0,0.0,12999.0,7500.72,5498.28,6
1825,20220202,20220208,7,7,Express,Net Banking,2,2800,5,140.0,5320.0,3806.46,1513.54,6
1826,20230126,20230127,10,198,Standard,Credit Card,4,1599,0,0.0,6396.0,4124.13,2271.87,1
1827,20221207,20221209,15,125,Express,Debit Card,4,2499,0,0.0,9996.0,7216.71,2779.29,2
1828,20230827,20230901,13,14,First Class,Net Banking,3,12999,0,0.0,38997.0,22249.06,16747.94,5
1829,20241012,20241018,19,153,First Class,Net Banking,5,8999,0,0.0,44995.0,25080.37,19914.63,6
